Time,R (Referência),VM,VP,VT
6.57,3.41,3.41,-0.73,-0.21
6.58,3.6,3.6,-0.74,-0.08
6.59,3.76,3.76,-0.75,0.05
6.6,3.87,3.87,-0.73,0.18
6.61,3.95,3.95,-0.71,0.31
6.62,3.99,3.99,-0.66,0.43
6.63,4,4,-0.61,0.55
6.64,3.96,3.96,-0.54,0.67
6.65,3.88,3.88,-0.46,0.77
6.66,3.76,3.76,-0.37,0.87
6.67,3.61,3.61,-0.27,0.97
6.68,3.42,3.42,-0.16,1.05
6.69,3.19,3.19,-0.04,1.12
6.7,2.93,2.93,0.09,1.18
6.71,2.64,2.64,0.23,1.23
6.72,2.33,2.33,0.36,1.26
6.73,1.99,1.99,0.51,1.28
6.74,1.63,1.63,0.65,1.29
6.75,1.25,1.25,0.79,1.29
6.76,0.86,0.86,0.93,1.27
6.77,0.45,0.45,1.07,1.24
6.78,0.05,0.05,1.21,1.2
6.79,-0.36,-0.36,1.34,1.15
6.8,-0.76,-0.76,1.46,1.08
6.81,-1.16,-1.16,1.58,1
6.82,-1.55,-1.55,1.69,0.91
6.83,-1.92,-1.92,1.78,0.82
6.84,-2.27,-2.27,1.87,0.71
6.85,-2.59,-2.59,1.94,0.6
6.86,-2.89,-2.89,2,0.48
6.87,-3.16,-3.16,2.05,0.35
6.88,-3.4,-3.4,2.08,0.23
6.89,-3.6,-3.6,2.1,0.1
6.9,-3.76,-3.76,2.1,-0.03
6.91,-3.88,-3.88,2.09,-0.16
6.92,-3.96,-3.96,2.06,-0.29
6.93,-4,-4,2.02,-0.42
6.94,-3.99,-3.99,1.97,-0.54
6.95,-3.94,-3.94,1.9,-0.65
6.96,-3.85,-3.85,1.83,-0.76
6.97,-3.71,-3.71,1.74,-0.86
6.98,-3.54,-3.54,1.64,-0.95
6.99,-3.32,-3.32,1.53,-1.03
7,-3.07,-3.07,1.41,-1.1
7.01,-2.79,-2.79,1.28,-1.15
7.02,-2.47,-2.47,1.15,-1.19
7.03,-2.12,-2.12,1.02,-1.22
7.04,-1.75,-1.75,0.88,-1.24
7.05,-1.36,-1.36,0.74,-1.24
7.06,-0.96,-0.96,0.61,-1.23
7.07,-0.54,-0.54,0.47,-1.21
7.08,-0.12,-0.12,0.34,-1.17
7.09,0.31,0.31,0.21,-1.11
7.1,0.73,0.73,0.09,-1.05
7.11,1.15,1.15,-0.02,-0.97
7.12,1.55,1.55,-0.12,-0.89
7.13,1.93,1.93,-0.22,-0.79
7.14,2.3,2.3,-0.3,-0.68
7.15,2.64,2.64,-0.37,-0.57
7.16,2.94,2.94,-0.43,-0.45
7.17,3.22,3.22,-0.47,-0.33
7.18,3.45,3.45,-0.5,-0.2
7.19,3.65,3.65,-0.51,-0.07
7.2,3.81,3.81,-0.51,0.07
7.21,3.92,3.92,-0.5,0.2
7.22,3.98,3.98,-0.47,0.32
7.23,4,4,-0.43,0.45
7.24,3.97,3.97,-0.37,0.57
7.25,3.89,3.89,-0.3,0.68
7.26,3.77,3.77,-0.22,0.78
7.27,3.6,3.6,-0.13,0.88
7.28,3.39,3.39,-0.02,0.96
7.29,3.14,3.14,0.09,1.03
7.3,2.85,2.85,0.2,1.09
7.31,2.53,2.53,0.33,1.14
7.32,2.17,2.17,0.46,1.17
7.33,1.79,1.79,0.59,1.19
7.34,1.38,1.38,0.72,1.2
7.35,0.96,0.96,0.85,1.19
7.36,0.53,0.53,0.99,1.16
7.37,0.09,0.09,1.11,1.13
7.38,-0.36,-0.36,1.23,1.07
7.39,-0.8,-0.8,1.35,1.01
7.4,-1.23,-1.23,1.46,0.93
7.41,-1.64,-1.64,1.56,0.84
7.42,-2.04,-2.04,1.64,0.74
7.43,-2.41,-2.41,1.72,0.64
7.44,-2.75,-2.75,1.78,0.52
7.45,-3.06,-3.06,1.84,0.4
7.46,-3.33,-3.33,1.87,0.27
7.47,-3.55,-3.55,1.9,0.14
7.48,-3.74,-3.74,1.9,0.01
7.49,-3.87,-3.87,1.9,-0.12
7.5,-3.96,-3.96,1.88,-0.25
7.51,-4,-4,1.84,-0.38
7.52,-3.99,-3.99,1.79,-0.5
7.53,-3.92,-3.92,1.73,-0.62
7.54,-3.81,-3.81,1.66,-0.72
7.55,-3.64,-3.64,1.57,-0.82
7.56,-3.43,-3.43,1.47,-0.91
7.57,-3.18,-3.18,1.37,-0.98
7.58,-2.88,-2.88,1.26,-1.05
7.59,-2.55,-2.55,1.14,-1.1
7.6,-2.18,-2.18,1.01,-1.13
7.61,-1.78,-1.78,0.89,-1.15
7.62,-1.36,-1.36,0.76,-1.16
7.63,-0.92,-0.92,0.63,-1.15
7.64,-0.47,-0.47,0.5,-1.12
7.65,-0.01,-0.01,0.38,-1.08
7.66,0.45,0.45,0.26,-1.03
7.67,0.9,0.9,0.15,-0.96
7.68,1.35,1.35,0.05,-0.88
7.69,1.77,1.77,-0.04,-0.79
7.7,2.17,2.17,-0.13,-0.69
7.71,2.55,2.55,-0.2,-0.58
7.72,2.89,2.89,-0.25,-0.46
7.73,3.19,3.19,-0.3,-0.34
7.74,3.45,3.45,-0.33,-0.21
7.75,3.66,3.66,-0.34,-0.08
7.76,3.82,3.82,-0.34,0.06
7.77,3.93,3.93,-0.33,0.19
7.78,3.99,3.99,-0.3,0.32
7.79,3.99,3.99,-0.26,0.44
7.8,3.94,3.94,-0.2,0.56
7.81,3.84,3.84,-0.14,0.67
7.82,3.68,3.68,-0.06,0.77
7.83,3.47,3.47,0.03,0.86
7.84,3.21,3.21,0.13,0.94
7.85,2.91,2.91,0.24,1.01
7.86,2.57,2.57,0.36,1.06
7.87,2.19,2.19,0.48,1.09
7.88,1.78,1.78,0.6,1.11
7.89,1.34,1.34,0.72,1.12
7.9,0.88,0.88,0.85,1.11
7.91,0.41,0.41,0.97,1.09
7.92,-0.06,-0.06,1.09,1.04
7.93,-0.54,-0.54,1.2,0.99
7.94,-1,-1,1.31,0.92
7.95,-1.46,-1.46,1.4,0.84
7.96,-1.89,-1.89,1.49,0.74
7.97,-2.3,-2.3,1.57,0.64
7.98,-2.67,-2.67,1.63,0.53
7.99,-3.01,-3.01,1.69,0.41
8,-3.3,-3.3,1.72,0.28
8.01,-3.55,-3.55,1.75,0.15
8.02,-3.75,-3.75,1.76,0.02
8.03,-3.89,-3.89,1.75,-0.12
8.04,-3.97,-3.97,1.73,-0.25
8.05,-4,-4,1.7,-0.37
8.06,-3.97,-3.97,1.65,-0.49
8.07,-3.88,-3.88,1.59,-0.61
8.08,-3.73,-3.73,1.51,-0.71
8.09,-3.53,-3.53,1.43,-0.81
8.1,-3.28,-3.28,1.33,-0.89
8.11,-2.97,-2.97,1.23,-0.96
8.12,-2.62,-2.62,1.12,-1.02
8.13,-2.24,-2.24,1.01,-1.05
8.14,-1.82,-1.82,0.89,-1.08
8.15,-1.37,-1.37,0.77,-1.09
8.16,-0.9,-0.9,0.65,-1.08
8.17,-0.41,-0.41,0.53,-1.05
8.18,0.08,0.08,0.41,-1.01
8.19,0.57,0.57,0.3,-0.96
8.2,1.05,1.05,0.2,-0.89
8.21,1.52,1.52,0.11,-0.81
8.22,1.96,1.96,0.02,-0.71
8.23,2.38,2.38,-0.05,-0.61
8.24,2.75,2.75,-0.11,-0.49
8.25,3.09,3.09,-0.16,-0.37
8.26,3.38,3.38,-0.19,-0.24
8.27,3.62,3.62,-0.21,-0.11
8.28,3.8,3.8,-0.22,0.02
8.29,3.93,3.93,-0.21,0.16
8.3,3.99,3.99,-0.18,0.29
8.31,3.99,3.99,-0.14,0.41
8.32,3.93,3.93,-0.09,0.53
8.33,3.81,3.81,-0.03,0.64
8.34,3.63,3.63,0.05,0.74
8.35,3.39,3.39,0.14,0.83
8.36,3.1,3.1,0.23,0.9
8.37,2.75,2.75,0.34,0.97
8.38,2.37,2.37,0.45,1.01
8.39,1.94,1.94,0.56,1.04
8.4,1.49,1.49,0.68,1.06
8.41,1.01,1.01,0.8,1.05
8.42,0.51,0.51,0.91,1.03
8.43,0.01,0.01,1.02,1
8.44,-0.5,-0.5,1.13,0.94
8.45,-1,-1,1.23,0.88
8.46,-1.48,-1.48,1.33,0.8
8.47,-1.94,-1.94,1.41,0.7
8.48,-2.37,-2.37,1.48,0.6
8.49,-2.76,-2.76,1.54,0.48
8.5,-3.11,-3.11,1.59,0.36
8.51,-3.4,-3.4,1.62,0.23
8.52,-3.64,-3.64,1.64,0.1
8.53,-3.82,-3.82,1.64,-0.03
8.54,-3.94,-3.94,1.63,-0.17
8.55,-4,-4,1.61,-0.3
8.56,-3.98,-3.98,1.57,-0.42
8.57,-3.91,-3.91,1.51,-0.54
8.58,-3.76,-3.76,1.45,-0.65
8.59,-3.56,-3.56,1.37,-0.75
8.6,-3.29,-3.29,1.28,-0.83
8.61,-2.97,-2.97,1.19,-0.9
8.62,-2.6,-2.6,1.08,-0.96
8.63,-2.19,-2.19,0.97,-1
8.64,-1.74,-1.74,0.86,-1.02
8.65,-1.26,-1.26,0.75,-1.03
8.66,-0.75,-0.75,0.63,-1.02
8.67,-0.24,-0.24,0.52,-0.99
8.68,0.29,0.29,0.41,-0.94
8.69,0.8,0.8,0.31,-0.88
8.7,1.31,1.31,0.22,-0.81
8.71,1.79,1.79,0.13,-0.72
8.72,2.24,2.24,0.06,-0.62
8.73,2.65,2.65,0,-0.51
8.74,3.02,3.02,-0.05,-0.39
8.75,3.34,3.34,-0.09,-0.26
8.76,3.6,3.6,-0.11,-0.13
8.77,3.8,3.8,-0.12,0.01
8.78,3.93,3.93,-0.11,0.14
8.79,3.99,3.99,-0.08,0.27
8.8,3.99,3.99,-0.05,0.4
8.81,3.91,3.91,0,0.51
8.82,3.77,3.77,0.07,0.62
8.83,3.56,3.56,0.14,0.72
8.84,3.29,3.29,0.23,0.81
8.85,2.95,2.95,0.32,0.88
8.86,2.57,2.57,0.42,0.94
8.87,2.14,2.14,0.53,0.98
8.88,1.67,1.67,0.64,1
8.89,1.17,1.17,0.75,1
8.9,0.65,0.65,0.86,0.99
8.91,0.12,0.12,0.97,0.96
8.92,-0.42,-0.42,1.07,0.91
8.93,-0.94,-0.94,1.17,0.85
8.94,-1.46,-1.46,1.26,0.77
8.95,-1.94,-1.94,1.34,0.67
8.96,-2.39,-2.39,1.41,0.57
8.97,-2.8,-2.8,1.46,0.45
8.98,-3.16,-3.16,1.51,0.33
8.99,-3.46,-3.46,1.54,0.2
9,-3.7,-3.7,1.55,0.07
9.01,-3.87,-3.87,1.55,-0.07
9.02,-3.97,-3.97,1.54,-0.2
9.03,-4,-4,1.51,-0.33
9.04,-3.95,-3.95,1.46,-0.45
9.05,-3.83,-3.83,1.41,-0.56
9.06,-3.64,-3.64,1.34,-0.67
9.07,-3.39,-3.39,1.26,-0.76
9.08,-3.07,-3.07,1.17,-0.84
9.09,-2.69,-2.69,1.07,-0.9
9.1,-2.26,-2.26,0.97,-0.94
9.11,-1.79,-1.79,0.87,-0.97
9.12,-1.28,-1.28,0.76,-0.98
9.13,-0.75,-0.75,0.65,-0.97
9.14,-0.21,-0.21,0.54,-0.94
9.15,0.34,0.34,0.44,-0.9
9.16,0.89,0.89,0.35,-0.84
9.17,1.41,1.41,0.26,-0.76
9.18,1.91,1.91,0.18,-0.67
9.19,2.38,2.38,0.11,-0.56
9.2,2.8,2.8,0.05,-0.45
9.21,3.17,3.17,0.01,-0.32
9.22,3.47,3.47,-0.02,-0.19
9.23,3.71,3.71,-0.03,-0.06
9.24,3.88,3.88,-0.03,0.07
9.25,3.98,3.98,-0.02,0.21
9.26,4,4,0.01,0.33
9.27,3.94,3.94,0.06,0.46
9.28,3.8,3.8,0.11,0.57
9.29,3.59,3.59,0.18,0.67
9.3,3.31,3.31,0.26,0.76
9.31,2.97,2.97,0.35,0.83
9.32,2.57,2.57,0.45,0.89
9.33,2.11,2.11,0.55,0.93
9.34,1.62,1.62,0.65,0.95
9.35,1.09,1.09,0.76,0.96
9.36,0.54,0.54,0.86,0.94
9.37,-0.02,-0.02,0.97,0.91
9.38,-0.59,-0.59,1.06,0.85
9.39,-1.14,-1.14,1.16,0.78
9.4,-1.66,-1.66,1.24,0.7
9.41,-2.16,-2.16,1.31,0.6
9.42,-2.61,-2.61,1.37,0.49
9.43,-3.02,-3.02,1.42,0.37
9.44,-3.36,-3.36,1.45,0.25
9.45,-3.63,-3.63,1.47,0.11
9.46,-3.83,-3.83,1.48,-0.02
9.47,-3.96,-3.96,1.47,-0.15
9.48,-4,-4,1.44,-0.28
9.49,-3.96,-3.96,1.41,-0.41
9.5,-3.85,-3.85,1.35,-0.52
9.51,-3.65,-3.65,1.29,-0.63
9.52,-3.38,-3.38,1.21,-0.72
9.53,-3.04,-3.04,1.13,-0.8
9.54,-2.64,-2.64,1.04,-0.86
9.55,-2.18,-2.18,0.94,-0.9
9.56,-1.68,-1.68,0.84,-0.93
9.57,-1.14,-1.14,0.73,-0.93
9.58,-0.58,-0.58,0.63,-0.92
9.59,0,0,0.53,-0.89
9.6,0.57,0.57,0.43,-0.84
9.61,1.14,1.14,0.34,-0.77
9.62,1.68,1.68,0.26,-0.69
9.63,2.18,2.18,0.19,-0.59
9.64,2.64,2.64,0.13,-0.48
9.65,3.05,3.05,0.09,-0.36
9.66,3.39,3.39,0.06,-0.23
9.67,3.66,3.66,0.04,-0.1
9.68,3.86,3.86,0.03,0.04
9.69,3.97,3.97,0.05,0.17
9.7,4,4,0.07,0.3
9.71,3.94,3.94,0.11,0.42
9.72,3.8,3.8,0.17,0.54
9.73,3.58,3.58,0.23,0.64
9.74,3.28,3.28,0.31,0.73
9.75,2.92,2.92,0.39,0.8
9.76,2.48,2.48,0.49,0.86
9.77,2,2,0.58,0.9
9.78,1.47,1.47,0.68,0.91
9.79,0.91,0.91,0.78,0.91
9.8,0.33,0.33,0.89,0.89
9.81,-0.26,-0.26,0.98,0.85
9.82,-0.84,-0.84,1.07,0.79
9.83,-1.41,-1.41,1.16,0.72
9.84,-1.95,-1.95,1.23,0.62
9.85,-2.44,-2.44,1.29,0.52
9.86,-2.88,-2.88,1.35,0.4
9.87,-3.26,-3.26,1.38,0.28
9.88,-3.57,-3.57,1.41,0.15
9.89,-3.8,-3.8,1.42,0.01
9.9,-3.94,-3.94,1.41,-0.12
9.91,-4,-4,1.39,-0.25
9.92,-3.97,-3.97,1.35,-0.38
9.93,-3.85,-3.85,1.31,-0.49
9.94,-3.65,-3.65,1.25,-0.6
9.95,-3.36,-3.36,1.17,-0.69
9.96,-3,-3,1.09,-0.77
9.97,-2.57,-2.57,1,-0.83
9.98,-2.08,-2.08,0.91,-0.87
9.99,-1.55,-1.55,0.81,-0.89
